stock_id,stock_name,last_updated_at
96,AUSOMENT,2014-07-09
153,BLUECOAST,2014-07-14
442,ICNX100,2014-07-14
509,JENSONICOL,2014-07-16
548,KANDAGIRI,2014-07-14
551,KARMAENG,2014-07-16
656,MELSTAR,2014-07-15
692,NAGREEKCAP,2014-07-15
820,PREMIERPOL,2014-07-15
825,PRITHVISOF,2014-07-15
837,QNIFTY,2014-07-16
862,RELBANK,2014-07-16
903,SALONACOT,2014-07-14
937,SHREEASHTA,2014-06-19
984,STINDIA,2014-07-08
1061,TIPSINDLTD,2014-07-16
1072,TRICOM,2014-07-16
